Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2014,Far Northern,Fatality,50 to 59,Male,Pedestrian,1
2013,Central,Minor injury,17 to 24,Male,Passenger,7
2013,Northern,Hospitalised,25 to 29,Female,Driver,15
2013,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
2013,Brisbane,Fatality,30 to 39,Male,Motorcyclist,1
2013,Northern,Hospitalised,17 to 24,Male,Driver,35
2013,Northern,Hospitalised,17 to 24,Female,Passenger,12
2014,Northern,Fatality,25 to 29,Female,Passenger,4
2013,Brisbane,Medically treated,Unknown,Female,Passenger,5
2003,Unknown,Medically treated,17 to 24,Female,Driver,3
2003,Unknown,Minor injury,17 to 24,Female,Passenger,1
2012,North Coast,Minor injury,40 to 49,Female,Bicyclist,1
2013,Southern,Hospitalised,75 and over,Female,Driver,13
2014,Central,Fatality,60 to 74,Male,Driver,3
2012,Brisbane,Minor injury,17 to 24,Male,Pedestrian,5
2012,Central,Medically treated,40 to 49,Male,Motorcyclist,5
2013,Southern,Minor injury,50 to 59,Male,Passenger,1
2012,South Eastern,Medically treated,25 to 29,Female,Pedestrian,2
2013,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,9
2014,Southern,Fatality,30 to 39,Male,Passenger,1
2013,Far Northern,Hospitalised,17 to 24,Female,Pedestrian,1
2013,Far Northern,Minor injury,60 to 74,Male,Driver,8
2012,Central,Minor injury,17 to 24,Male,Motorcyclist,4
2012,Central,Medically treated,25 to 29,Male,Motorcyclist,8
2012,Northern,Minor injury,75 and over,Male,Driver,3
2013,Southern,Hospitalised,50 to 59,Female,Passenger,6
2013,Southern,Hospitalised,50 to 59,Male,Pedestrian,4
2013,North Coast,Hospitalised,25 to 29,Female,Motorcyclist,1
2013,Northern,Hospitalised,60 to 74,Male,Pedestrian,2
2013,Central,Medically treated,25 to 29,Female,Passenger,5
2013,Brisbane,Fatality,75 and over,Male,Pedestrian,2
2013,Far Northern,Hospitalised,25 to 29,Male,Passenger,6
2013,North Coast,Hospitalised,17 to 24,Female,Motorcyclist,2
2013,North Coast,Hospitalised,25 to 29,Male,Passenger,9
2013,Southern,Hospitalised,0 to 16,Male,Driver,2
2014,Southern,Fatality,17 to 24,Male,Motorcyclist,1
2013,Far Northern,Hospitalised,75 and over,Female,Passenger,3
2013,Brisbane,Fatality,50 to 59,Male,Driver,2
2015,North Coast,Minor injury,0 to 16,Male,Driver,1
2013,Brisbane,Medically treated,0 to 16,Female,Driver,1
2013,Far Northern,Minor injury,50 to 59,Female,Driver,6
2013,Far Northern,Minor injury,40 to 49,Female,Driver,8
2014,Central,Medically treated,50 to 59,Male,Passenger,5
2014,Central,Medically treated,50 to 59,Female,Passenger,6
2012,South Eastern,Medically treated,Unknown,Female,Driver,2
2012,Far Northern,Medically treated,25 to 29,Male,Passenger,5
2013,Brisbane,Minor injury,25 to 29,Female,Passenger,12
2013,Southern,Medically treated,30 to 39,Male,Pedestrian,1
2014,Brisbane,Minor injury,75 and over,Female,Driver,2
2013,Central,Medically treated,17 to 24,Female,Passenger,24
2014,Northern,Hospitalised,50 to 59,Male,Motorcyclist,11
2014,South Eastern,Minor injury,Unknown,Female,Passenger,1
2014,Northern,Medically treated,0 to 16,Male,Passenger,9
2015,North Coast,Hospitalised,40 to 49,Female,Pedestrian,1
2012,Southern,Medically treated,75 and over,Female,Passenger,6
2013,Far Northern,Minor injury,25 to 29,Male,Passenger,2
2013,Brisbane,Minor injury,50 to 59,Female,Passenger,10
2015,Brisbane,Hospitalised,30 to 39,Unknown,Driver,1
2013,Brisbane,Minor injury,60 to 74,Female,Passenger,7
2013,Far Northern,Minor injury,17 to 24,Female,Driver,5
2014,Far Northern,Medically treated,30 to 39,Male,Motorcyclist,4
2014,Southern,Medically treated,25 to 29,Male,Motorcyclist,2
2013,South Eastern,Minor injury,25 to 29,Female,Passenger,3
2013,Northern,Minor injury,40 to 49,Female,Passenger,3
2012,Far Northern,Medically treated,30 to 39,Female,Pedestrian,1
2012,Northern,Medically treated,60 to 74,Female,Driver,7
2015,Northern,Hospitalised,60 to 74,Female,Pedestrian,1
2013,Brisbane,Medically treated,75 and over,Male,Pedestrian,2
2014,South Eastern,Hospitalised,25 to 29,Female,Motorcyclist,5
2014,South Eastern,Hospitalised,30 to 39,Female,Motorcyclist,8
2014,South Eastern,Medically treated,0 to 16,Female,Driver,2
2014,Far Northern,Hospitalised,17 to 24,Male,Pedestrian,6
2014,South Eastern,Minor injury,30 to 39,Female,Motorcyclist,1
2012,Far Northern,Medically treated,75 and over,Male,Passenger,2
2013,Northern,Medically treated,0 to 16,Male,Motorcyclist,1
2012,Far Northern,Medically treated,50 to 59,Female,Pedestrian,1
2013,Southern,Minor injury,0 to 16,Female,Pedestrian,1
2013,Central,Minor injury,60 to 74,Male,Passenger,1
2014,North Coast,Medically treated,30 to 39,Male,Motorcyclist,14
2014,Central,Hospitalised,40 to 49,Male,Passenger,6
2014,South Eastern,Hospitalised,50 to 59,Female,Pedestrian,2
2014,Brisbane,Hospitalised,75 and over,Male,Passenger,2
2014,Central,Hospitalised,75 and over,Female,Driver,4
2014,Far Northern,Hospitalised,40 to 49,Male,Passenger,6
2014,South Eastern,Hospitalised,Unknown,Male,Passenger,1
2020,Brisbane,Minor injury,50 to 59,Female,Passenger,10
2020,South Eastern,Medically treated,50 to 59,Male,Passenger,3
2020,Central,Fatality,40 to 49,Male,Passenger,2
2020,Brisbane,Minor injury,60 to 74,Male,Driver,22
2020,South Eastern,Hospitalised,0 to 16,Female,Pedestrian,11
2019,South Eastern,Hospitalised,40 to 49,Male,Passenger,3
2020,Southern,Hospitalised,60 to 74,Male,Motorcyclist,13
2020,Brisbane,Hospitalised,Unknown,Female,Passenger,2
2020,Northern,Minor injury,17 to 24,Female,Passenger,5
2019,Southern,Fatality,0 to 16,Male,Passenger,1
2020,Central,Hospitalised,0 to 16,Female,Bicyclist,1
2020,North Coast,Hospitalised,25 to 29,Female,Bicyclist,3
2018,South Eastern,Hospitalised,40 to 49,Female,Passenger,7
2020,North Coast,Minor injury,17 to 24,Male,Motorcyclist,3
2019,South Eastern,Hospitalised,50 to 59,Female,Pedestrian,2
2020,Northern,Hospitalised,50 to 59,Male,Pedestrian,2
2016,Far Northern,Medically treated,30 to 39,Male,Motorcyclist,1
2015,South Eastern,Medically treated,60 to 74,Male,Pedestrian,4
2020,North Coast,Medically treated,25 to 29,Male,Bicyclist,2
2020,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,2
2020,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,5
2020,Northern,Hospitalised,0 to 16,Male,Pedestrian,4
2020,North Coast,Minor injury,60 to 74,Male,Bicyclist,1
2020,Southern,Minor injury,75 and over,Female,Passenger,1
2020,Northern,Hospitalised,30 to 39,Male,Passenger,5
2020,Northern,Medically treated,30 to 39,Male,Passenger,2
2020,South Eastern,Minor injury,17 to 24,Male,Motorcyclist,5
2020,Central,Medically treated,17 to 24,Female,Motorcyclist,1
2020,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,4
2020,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,4
2017,Northern,Fatality,40 to 49,Female,Passenger,1
2017,North Coast,Fatality,30 to 39,Male,Motorcyclist,4
2020,Northern,Minor injury,30 to 39,Female,Passenger,6
2020,Far Northern,Hospitalised,50 to 59,Male,Bicyclist,6
2020,Far Northern,Medically treated,30 to 39,Male,Pedestrian,2
2020,Southern,Hospitalised,25 to 29,Female,Motorcyclist,1
2020,Central,Hospitalised,60 to 74,Female,Pedestrian,2
2020,Southern,Minor injury,30 to 39,Female,Passenger,4
2019,South Eastern,Hospitalised,60 to 74,Male,Passenger,4
2018,Northern,Fatality,40 to 49,Male,Bicyclist,1
2020,North Coast,Medically treated,30 to 39,Female,Motorcyclist,1
2020,South Eastern,Fatality,60 to 74,Male,Motorcyclist,2
2020,Northern,Medically treated,0 to 16,Male,Driver,3
2020,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,4
2020,Far Northern,Minor injury,50 to 59,Male,Passenger,1
2020,Southern,Medically treated,25 to 29,Female,Bicyclist,1
2006,Southern,Fatality,60 to 74,Male,Driver,2
2007,Northern,Medically treated,0 to 16,Male,Pedestrian,1
2005,Central,Medically treated,0 to 16,Female,Bicyclist,3
2005,Northern,Medically treated,30 to 39,Male,Motorcyclist,9
2005,South Eastern,Fatality,25 to 29,Male,Driver,3
2005,Far Northern,Minor injury,60 to 74,Male,Driver,7
2005,Northern,Minor injury,50 to 59,Female,Driver,8
2005,Central,Hospitalised,60 to 74,Female,Pedestrian,1
2005,Far Northern,Minor injury,75 and over,Male,Driver,4
2005,Central,Medically treated,40 to 49,Female,Pedestrian,3
2005,South Eastern,Hospitalised,30 to 39,Female,Pedestrian,2
2005,Far Northern,Minor injury,0 to 16,Male,Passenger,7
2005,Far Northern,Medically treated,60 to 74,Female,Driver,8
2005,South Eastern,Hospitalised,25 to 29,Female,Pedestrian,3
2002,North Coast,Medically treated,25 to 29,Female,Bicyclist,1
2005,Far Northern,Hospitalised,30 to 39,Male,Passenger,4
2005,Far Northern,Medically treated,60 to 74,Male,Motorcyclist,1
2005,Southern,Minor injury,17 to 24,Male,Passenger,12
2005,Far Northern,Hospitalised,50 to 59,Female,Motorcyclist,2
2005,Southern,Fatality,40 to 49,Male,Driver,3
2005,Central,Medically treated,30 to 39,Female,Motorcyclist,1
2005,Northern,Hospitalised,50 to 59,Male,Motorcyclist,4
2005,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,7
2005,Brisbane,Minor injury,40 to 49,Female,Pedestrian,3
2005,Central,Medically treated,25 to 29,Female,Pedestrian,1
2005,Northern,Hospitalised,30 to 39,Female,Passenger,3
2005,North Coast,Hospitalised,30 to 39,Male,Passenger,7
2005,Central,Minor injury,75 and over,Female,Driver,1
2007,Brisbane,Medically treated,40 to 49,Male,Bicyclist,10
2005,South Eastern,Minor injury,40 to 49,Male,Bicyclist,6
2005,Far Northern,Medically treated,50 to 59,Male,Pedestrian,2
2005,North Coast,Medically treated,60 to 74,Male,Passenger,8
2005,Southern,Fatality,0 to 16,Male,Passenger,5
2005,Southern,Medically treated,Unknown,Female,Passenger,4
2005,North Coast,Fatality,60 to 74,Male,Driver,5
2005,Brisbane,Medically treated,25 to 29,Female,Pedestrian,6
2005,North Coast,Medically treated,17 to 24,Male,Bicyclist,3
2005,Far Northern,Hospitalised,25 to 29,Male,Motorcyclist,5
2005,Brisbane,Minor injury,50 to 59,Male,Pedestrian,7
2005,Brisbane,Medically treated,60 to 74,Female,Pedestrian,1
2005,Northern,Fatality,30 to 39,Male,Driver,1
2005,Central,Hospitalised,0 to 16,Male,Bicyclist,5
2005,North Coast,Hospitalised,0 to 16,Male,Driver,2
2005,South Eastern,Medically treated,75 and over,Male,Pedestrian,1
2005,South Eastern,Minor injury,0 to 16,Female,Driver,2
2005,Far Northern,Hospitalised,50 to 59,Female,Pedestrian,1
2005,Far Northern,Medically treated,0 to 16,Male,Driver,1
2002,Brisbane,Hospitalised,40 to 49,Male,Driver,57
2007,South Eastern,Medically treated,25 to 29,Female,Bicyclist,3
2008,North Coast,Fatality,25 to 29,Male,Motorcyclist,4
2008,South Eastern,Hospitalised,Unknown,Male,Pedestrian,2
2008,North Coast,Medically treated,30 to 39,Male,Pedestrian,1
2008,Central,Hospitalised,25 to 29,Male,Pedestrian,3
2008,North Coast,Hospitalised,30 to 39,Male,Bicyclist,3
2008,Southern,Medically treated,25 to 29,Male,Motorcyclist,6
2008,Northern,Hospitalised,30 to 39,Female,Passenger,8
2008,South Eastern,Medically treated,0 to 16,Male,Driver,2
2008,Brisbane,Medically treated,17 to 24,Female,Bicyclist,1
2009,Southern,Fatality,50 to 59,Male,Driver,2
2008,Central,Hospitalised,17 to 24,Male,Bicyclist,2
2008,North Coast,Hospitalised,50 to 59,Male,Bicyclist,7
2008,Northern,Hospitalised,60 to 74,Female,Motorcyclist,1
2008,North Coast,Hospitalised,0 to 16,Female,Driver,1
2008,Southern,Medically treated,40 to 49,Male,Bicyclist,5
2008,Southern,Medically treated,0 to 16,Male,Driver,3
2008,South Eastern,Medically treated,50 to 59,Female,Pedestrian,2
2008,Far Northern,Medically treated,25 to 29,Female,Passenger,6
2008,Southern,Hospitalised,30 to 39,Male,Pedestrian,4
2007,Northern,Hospitalised,0 to 16,Male,Passenger,5
2008,Far Northern,Medically treated,30 to 39,Male,Other,1
2008,Far Northern,Medically treated,60 to 74,Female,Other,2
2007,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
2007,South Eastern,Minor injury,30 to 39,Female,Passenger,15
2007,North Coast,Medically treated,Unknown,Male,Passenger,6
2008,South Eastern,Fatality,40 to 49,Male,Driver,2
2007,Northern,Hospitalised,50 to 59,Female,Pedestrian,2
2008,North Coast,Hospitalised,60 to 74,Female,Motorcyclist,1
2008,Far Northern,Hospitalised,0 to 16,Male,Motorcyclist,4
2009,North Coast,Fatality,0 to 16,Male,Passenger,3
2009,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
2009,Far Northern,Fatality,50 to 59,Female,Motorcyclist,1
2009,South Eastern,Fatality,30 to 39,Male,Driver,3
2008,North Coast,Medically treated,50 to 59,Female,Pedestrian,3
2008,North Coast,Minor injury,0 to 16,Female,Driver,1
2008,Northern,Hospitalised,0 to 16,Male,Motorcyclist,4
2009,Brisbane,Hospitalised,0 to 16,Male,Driver,2
2009,North Coast,Medically treated,0 to 16,Female,Pedestrian,3
2010,South Eastern,Medically treated,40 to 49,Male,Pedestrian,2
2014,South Eastern,Minor injury,40 to 49,Male,Passenger,2
2012,Southern,Minor injury,25 to 29,Female,Passenger,4
2015,Far Northern,Fatality,17 to 24,Male,Driver,2
2015,Central,Fatality,0 to 16,Male,Passenger,1
2015,North Coast,Fatality,75 and over,Male,Driver,8
2015,Southern,Fatality,50 to 59,Male,Driver,1
2015,Southern,Fatality,0 to 16,Female,Passenger,1
2015,Far Northern,Fatality,30 to 39,Female,Pedestrian,1
2015,Far Northern,Fatality,75 and over,Female,Pedestrian,1
2014,Northern,Medically treated,30 to 39,Male,Passenger,4
2014,South Eastern,Minor injury,75 and over,Female,Driver,2
2014,Northern,Hospitalised,0 to 16,Female,Driver,2
2014,Brisbane,Minor injury,75 and over,Male,Pedestrian,1
2014,Northern,Medically treated,75 and over,Female,Passenger,1
2014,South Eastern,Medically treated,Unknown,Male,Driver,1
2015,North Coast,Medically treated,60 to 74,Female,Motorcyclist,2
2015,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
2015,Southern,Medically treated,17 to 24,Male,Pedestrian,1
2015,North Coast,Minor injury,50 to 59,Female,Passenger,5
2014,Far Northern,Hospitalised,25 to 29,Male,Passenger,3
2014,South Eastern,Hospitalised,60 to 74,Female,Passenger,14
2014,South Eastern,Hospitalised,25 to 29,Male,Passenger,8
2014,Central,Hospitalised,40 to 49,Female,Motorcyclist,5
2015,Brisbane,Hospitalised,0 to 16,Unknown,Passenger,3
2014,Southern,Medically treated,Unknown,Female,Passenger,1
2014,Southern,Hospitalised,40 to 49,Female,Pedestrian,1
2014,Northern,Hospitalised,40 to 49,Male,Passenger,4
2015,Southern,Fatality,60 to 74,Male,Passenger,1
2015,Brisbane,Fatality,25 to 29,Female,Pedestrian,1
2015,South Eastern,Minor injury,Unknown,Male,Driver,1
2013,Far Northern,Medically treated,75 and over,Female,Driver,4
2013,Southern,Minor injury,50 to 59,Male,Driver,8
2014,Northern,Hospitalised,25 to 29,Female,Motorcyclist,1
2016,Southern,Fatality,60 to 74,Male,Driver,1
2013,South Eastern,Medically treated,25 to 29,Unknown,Driver,1
2013,North Coast,Medically treated,40 to 49,Female,Pedestrian,2
2014,Brisbane,Medically treated,75 and over,Female,Pedestrian,4
2013,South Eastern,Minor injury,30 to 39,Male,Passenger,1
2013,Northern,Minor injury,40 to 49,Female,Driver,2
2014,North Coast,Medically treated,17 to 24,Female,Pedestrian,3
2013,North Coast,Minor injury,0 to 16,Male,Pedestrian,1
2014,Southern,Hospitalised,50 to 59,Male,Passenger,2
2014,Central,Minor injury,17 to 24,Female,Pedestrian,1
2014,Central,Hospitalised,60 to 74,Male,Passenger,3
2021,Central,Minor injury,40 to 49,Female,Driver,11
2021,Brisbane,Hospitalised,30 to 39,Female,Passenger,13
2021,North Coast,Medically treated,60 to 74,Female,Passenger,19
2021,Brisbane,Hospitalised,60 to 74,Male,Passenger,7
2021,Central,Minor injury,75 and over,Female,Driver,3
2021,Southern,Hospitalised,17 to 24,Female,Passenger,27
2019,Central,Fatality,50 to 59,Female,Driver,1
2021,North Coast,Hospitalised,0 to 16,Male,Bicyclist,8
2021,Central,Medically treated,0 to 16,Female,Other,1
2019,Far Northern,Minor injury,30 to 39,Female,Driver,8
2021,Far Northern,Minor injury,25 to 29,Female,Driver,5
2021,Northern,Minor injury,75 and over,Female,Passenger,1
2021,North Coast,Medically treated,25 to 29,Male,Motorcyclist,6
2021,Brisbane,Hospitalised,60 to 74,Female,Passenger,14
2021,Central,Hospitalised,50 to 59,Female,Motorcyclist,1
2021,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,3
2021,North Coast,Hospitalised,17 to 24,Male,Bicyclist,6
2021,South Eastern,Hospitalised,40 to 49,Female,Passenger,17
2021,Southern,Fatality,17 to 24,Male,Driver,3
2021,Northern,Hospitalised,50 to 59,Female,Passenger,5
2022,North Coast,Medically treated,17 to 24,Male,Passenger,19
2022,South Eastern,Medically treated,40 to 49,Male,Motorcyclist,5
2021,Far Northern,Minor injury,17 to 24,Female,Passenger,4
2021,Central,Minor injury,60 to 74,Female,Driver,4
2021,North Coast,Minor injury,40 to 49,Male,Pedestrian,1
2020,Northern,Minor injury,25 to 29,Male,Passenger,2
2021,Southern,Minor injury,30 to 39,Female,Pedestrian,1
2021,South Eastern,Hospitalised,75 and over,Male,Bicyclist,7
2021,Brisbane,Minor injury,17 to 24,Male,Pedestrian,4
2022,Far Northern,Hospitalised,30 to 39,Male,Driver,10
2022,Far Northern,Minor injury,40 to 49,Male,Passenger,2
2022,Far Northern,Minor injury,0 to 16,Male,Passenger,9
2022,Southern,Medically treated,60 to 74,Male,Driver,11
2022,Brisbane,Medically treated,25 to 29,Female,Passenger,12
2016,North Coast,Minor injury,25 to 29,Male,Motorcyclist,1
2021,Northern,Hospitalised,30 to 39,Female,Pedestrian,1
2021,Brisbane,Medically treated,0 to 16,Male,Motorcyclist,1
2021,Central,Hospitalised,50 to 59,Female,Passenger,10
2020,Far Northern,Minor injury,60 to 74,Male,Pedestrian,1
2021,Far Northern,Minor injury,50 to 59,Female,Driver,5
2021,South Eastern,Medically treated,0 to 16,Male,Pedestrian,3
2021,Southern,Minor injury,60 to 74,Female,Passenger,7
2018,North Coast,Medically treated,60 to 74,Male,Pedestrian,3
2021,Southern,Hospitalised,60 to 74,Male,Pedestrian,4
2021,North Coast,Medically treated,30 to 39,Male,Bicyclist,4
2021,North Coast,Medically treated,50 to 59,Female,Pedestrian,2
2021,Brisbane,Fatality,30 to 39,Male,Pedestrian,1
2020,Northern,Medically treated,30 to 39,Male,Motorcyclist,5
2016,Brisbane,Medically treated,30 to 39,Male,Pedestrian,6
2021,Central,Medically treated,25 to 29,Female,Passenger,4
2021,Far Northern,Minor injury,0 to 16,Male,Passenger,2
2021,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,8
2022,Central,Medically treated,60 to 74,Male,Driver,7
2022,Southern,Medically treated,17 to 24,Female,Driver,20
2021,Central,Hospitalised,50 to 59,Male,Bicyclist,3
2018,South Eastern,Fatality,75 and over,Female,Passenger,1
2021,Far Northern,Minor injury,17 to 24,Male,Passenger,4
2021,Brisbane,Hospitalised,0 to 16,Female,Other,1
2022,Central,Medically treated,75 and over,Female,Driver,5
2022,Southern,Medically treated,17 to 24,Male,Driver,17
2020,Northern,Hospitalised,40 to 49,Male,Passenger,5
2021,South Eastern,Minor injury,50 to 59,Male,Motorcyclist,5
2022,Brisbane,Minor injury,60 to 74,Male,Bicyclist,1
2022,Brisbane,Minor injury,50 to 59,Male,Bicyclist,4
2021,Far Northern,Medically treated,17 to 24,Female,Passenger,4
2022,Far Northern,Minor injury,25 to 29,Male,Bicyclist,1
2022,Brisbane,Medically treated,75 and over,Male,Driver,6
2022,Southern,Hospitalised,50 to 59,Female,Pedestrian,2
